Ontario corporation number,"Incorporation date (year, month, day)",Co-operative name,Cooperative type,Suite number,Street number,Street name,P.O. box / RR# / other,City / town,Provincial code,Country code,Postal code
1851847,20120717,"Farmers� Market Co-Operative In Durham Region <abbr title=""Incorporated"">Inc.</abbr>",Service Co-operatives,"<abbr title=""not available"">N/A</abbr>",1805,Taunton Road East,"<abbr title=""not available"">N/A</abbr>",Hampton,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",L0B 1J0 
1851848,20120718,"Future Renewable Energy Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Renewable Energy Co-operatives,"<abbr title=""not available"">N/A</abbr>",300,Dwight Avenue,"<abbr title=""not available"">N/A</abbr>",Toronto,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",M8V 2W7 
1851849,20120817,"Greenlife Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Renewable Energy Co-operatives,210,5935,Airport Road,"<abbr title=""not available"">N/A</abbr>",Mississauga,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",L4V 1W5
1851850,20120718,"Amber Energy Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Renewable Energy Co-operatives,"<abbr title=""not available"">N/A</abbr>",1,Silver St,"<abbr title=""Regional Road"">R.R.</abbr> #1",St. Thomas,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",N0L 1J0
1851851,20120822,"Latincoop Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Worker Co-operatives,1407,220,Forum Drive,"<abbr title=""not available"">N/A</abbr>",Mississauga,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",L4Z 4K1 
1851852,20120822,"Columbus Kitchener Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Service Co-operatives,"<abbr title=""not available"">N/A</abbr>",110,Manitou Drive,"<abbr title=""not available"">N/A</abbr>",Kitchener,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",N2C 1L3 
1851854,20120822,"Community Power Northumberland Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Renewable Energy Co-operatives,"<abbr title=""not available"">N/A</abbr>",154,Stuart Street,"<abbr title=""not available"">N/A</abbr>",Cobourg,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",K9A 2Y2 
1851855,20120904,"Projector Worker Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Worker Co-operatives,"<abbr title=""not available"">N/A</abbr>",565,Rogers Street,"<abbr title=""not available"">N/A</abbr>",Peterborough,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",K9H 1X6 
1851856,20120904,"Green Energy Co-Operative Of Ontario <abbr title=""Incorporated"">Inc.</abbr>",Renewable Energy Co-operatives,300,1315,North Service Road East,"<abbr title=""not available"">N/A</abbr>",Oakville,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",L6H 1A7 
1851857,20120904,"Greater Niagara Renewable Energy Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Renewable Energy Co-operatives,"<abbr title=""not available"">N/A</abbr>",329,Four Mile Creek Road,"<abbr title=""not available"">N/A</abbr>","<abbr title=""Saint"">St.</abbr> Davids","<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",L0S 1P0 
1851858,20120904,"Bluesky Renewable Energy Co-Operative Of <abbr title=""Incorporated"">Inc.</abbr>",Renewable Energy Co-operatives,"<abbr title=""not available"">N/A</abbr>",329,Four Mile Creek Road,"<abbr title=""not available"">N/A</abbr>",Niagara-On-The-Lake,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",L0S 1J0 
1851859,20120911,"Chatham-Kent Community Renewable Energy Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Renewable Energy Co-operatives,"<abbr title=""not available"">N/A</abbr>",15456,Mcdonald Line,"<abbr title=""not available"">N/A</abbr>",Muirkirk,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",N0L 1X0 
1851860,20120917,"Teeswater Community Power Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Renewable Energy Co-operatives,"<abbr title=""not available"">N/A</abbr>",663,Concession 8,"<abbr title=""Regional Road"">R.R.</abbr> #3",Teeswater,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",N0G 2S0 
1851861,20120917,"Peterborough Community Energy Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Renewable Energy Co-operatives,"<abbr title=""not available"">N/A</abbr>",550,Braidwood Avenue,"<abbr title=""not available"">N/A</abbr>",Peterborough,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",K9J 1W1 
1851862,20120917,"Simcoe County Community Energy Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Service Co-operatives,12,494,Veterans Drive,"<abbr title=""not available"">N/A</abbr>",Barrie,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",L4N 9J5 
1851863,20120928,"Lambton Shores Community Power Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Renewable Energy Co-operatives,"<abbr title=""not available"">N/A</abbr>",8848,Jericho Road,"<abbr title=""not available"">N/A</abbr>",Thedford,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",N0M 2N0 
1851864,20120919,"York Solar Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Renewable Energy Co-operatives,"<abbr title=""not available"">N/A</abbr>",93A,Industrial Parkway South,"<abbr title=""not available"">N/A</abbr>",Aurora,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",L4G 3V5 
1851866,20121009,"Huron Community Power Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Renewable Energy Co-operatives,"<abbr title=""not available"">N/A</abbr>",37857,Huron Road,Box 130,Clinton,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",N0M 1L0 
1851867,20121009,"Chabad Solar Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Renewable Energy Co-operatives,"<abbr title=""not available"">N/A</abbr>",8001,Bathurst Street,"<abbr title=""not available"">N/A</abbr>",Thornhill,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",L4J 8L5 
1851868,20121009,"Green Energy London Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Renewable Energy Co-operatives,"<abbr title=""not available"">N/A</abbr>",236,Dundas Street,"<abbr title=""not available"">N/A</abbr>",London,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",N6A 1H3 
1851870,20121023,"Samfund Energy Services Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Renewable Energy Co-operatives,"<abbr title=""not available"">N/A</abbr>",871,Wedgewood Court,"<abbr title=""not available"">N/A</abbr>",Peterborough,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",K9J 7T8 
1851875,20121023,"Solar Energy For Beach Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Renewable Energy Co-operatives,"<abbr title=""not available"">N/A</abbr>",140,Wineva Avenue,"<abbr title=""not available"">N/A</abbr>",Toronto,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",M4E 2T4 
1851876,20121016,"Sustainability Ontario Community Energy Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Renewable Energy Co-operatives,"<abbr title=""not available"">N/A</abbr>",60,Haliburton Avenue,"<abbr title=""not available"">N/A</abbr>",Toronto,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",M9B 4Y4 
1851877,20121023,"Guelph Neighbourshare Solar Co-Operative <abbr title=""Limited"">Ltd.</abbr>",Renewable Energy Co-operatives,"<abbr title=""not available"">N/A</abbr>",80,Regal Road,Unit 10,Guelph,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",N1K 1C1 
1851878,20121023,"Cambridge Neighbourshare Co-Operative <abbr title=""Limited"">Ltd.</abbr>",Renewable Energy Co-operatives,"<abbr title=""not available"">N/A</abbr>",80,Regal Road,Unit 10,Guelph,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",N1K 1C1 
1851880,20121026,Ontario Co-Operative Of The Advocate Incorporated,Service Co-operatives,"<abbr title=""not available"">N/A</abbr>",1579,North Big Road,"<abbr title=""Regional Road"">R.R.</abbr> #1",Demorestville,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",K0K 1W0 
1851882,20121026,"Arran Wind Energy Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Renewable Energy Co-operatives,"<abbr title=""not available"">N/A</abbr>",147,Mahood Johnston Drive,"<abbr title=""not available"">N/A</abbr>",Kincardine,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",N2Z 3A2 
1851884,20121031,"Community Energy Development Co-Operative <abbr title=""Limited"">Ltd.</abbr>",Renewable Energy Co-operatives,"<abbr title=""not available"">N/A</abbr>",860,"Trillium <abbr title=""Drive"">Dr.</abbr>",2nd Floor,Kitchener,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",N2R 1K4 
1851885,20121031,"Central Huron Winds Of Change Energy Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Renewable Energy Co-operatives,"<abbr title=""not available"">N/A</abbr>",147,Mahood Johnston Drive,"<abbr title=""not available"">N/A</abbr>",Kincardine,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",N2Z 3A2 
1851886,20121105,"London District Renewable Energy Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Renewable Energy Co-operatives,"<abbr title=""not available"">N/A</abbr>",192,Dundas Street,2<sup>nd</sup> Floor,London,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",N6A 1G7 
1851887,20121105,"Collingwood Community Food Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Service Co-operatives,5,65,Simcoe Street,"<abbr title=""not available"">N/A</abbr>",Collingwood,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",L9Y 1H7 
1851888,20130131,Cooperative Regionale De Moonbeam Ltee,Consumer Co-operatives,"<abbr title=""not available"">N/A</abbr>",85,Est Route 11,"<abbr title=""case postale""lang=""fr"">C.P.</abbr> 309",Moonbeam,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",P0L 1V0 
1851889,20121120,"Sustainability Brant Community Energy Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Renewable Energy Co-operatives,"<abbr title=""not available"">N/A</abbr>",15,Curtis Avenue North,"<abbr title=""not available"">N/A</abbr>",Paris,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",N3L 3W1 
1851891,20121120,"Polar Bear Solar Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Renewable Energy Co-operatives,"<abbr title=""not available"">N/A</abbr>",4,Morgan Drive,"<abbr title=""not available"">N/A</abbr>",Acton,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",L7J 2L7 
1851893,20121130,"Georgina Green Energy Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Renewable Energy Co-operatives,"<abbr title=""not available"">N/A</abbr>",66,Cook�s Bay Drive,"<abbr title=""not available"">N/A</abbr>",Keswick,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",L4P 1L8 
1851894,20121123,"The Mustard Seed Co-Operative Grocery <abbr title=""Incorporated"">Inc.</abbr>",Consumer Co-operatives,"<abbr title=""not available"">N/A</abbr>",248,"Hunter <abbr title=""Street"">St</abbr> West","<abbr title=""not available"">N/A</abbr>",Hamilton,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",L8P 1S1
1851895,20121219,"South Stormont Renewable Energy Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Renewable Energy Co-operatives,"<abbr title=""not available"">N/A</abbr>",17298,Myers Road,"<abbr title=""not available"">N/A</abbr>",Saint Andrews West,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",K0C 2A0 
1851896,20121219,"Recc Middlesex Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Renewable Energy Co-operatives,"<abbr title=""not available"">N/A</abbr>",3,Spencer Crescent,"<abbr title=""not available"">N/A</abbr>",London,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",N5X 4C2 
1851897,20121219,"Recc Hamilton Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Renewable Energy Co-operatives,"<abbr title=""not available"">N/A</abbr>",15,Renata Court,"<abbr title=""not available"">N/A</abbr>",Dundas,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",L9H 6X1 
1851898,20121227,"Severn Renewable Energy Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Renewable Energy Co-operatives,"<abbr title=""not available"">N/A</abbr>",2367,Concession Road 5,"<abbr title=""not available"">N/A</abbr>",Loretto,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",L0G 1L0 
1851899,20121227,"Gravenhurst Renewable Energy Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Renewable Energy Co-operatives,"<abbr title=""not available"">N/A</abbr>",2367,Concession Road 5,"<abbr title=""not available"">N/A</abbr>",Loretto,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",L0G 1L0 
1851900,20121227,"Kinghaven Renewable Energy Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Renewable Energy Co-operatives,"<abbr title=""not available"">N/A</abbr>",4305,King Road,"<abbr title=""not available"">N/A</abbr>",King City,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",L7B 1K4 
1851902,20121227,"Kawartha Lakes Renewable Energy Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Renewable Energy Co-operatives,"<abbr title=""not available"">N/A</abbr>",2367,Concession Road 5,"<abbr title=""not available"">N/A</abbr>",Loretto,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",L0G 1L0 
1851903,20130102,"Applehill Renewable Energy Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Renewable Energy Co-operatives,"<abbr title=""not available"">N/A</abbr>",17298,Myers Road,Saint Andrews West,South Stormont,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",K0C 2A0 
1851904,20130102,"Avonmore Renewable Energy Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Renewable Energy Co-operatives,"<abbr title=""not available"">N/A</abbr>",17298,Myers Road,"<abbr title=""not available"">N/A</abbr>",Saint Andrews West,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",K0C 2A0 
1851905,20130102,"Willy Allan Renewable Energy Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Renewable Energy Co-operatives,"<abbr title=""not available"">N/A</abbr>",17298,Myers Road,Saint Andrews West,South Stormont,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",K0C 2A0 
1851906,20121227,Amherst Island Renewable Energy Co-Operative Corporation,Renewable Energy Co-operatives,"<abbr title=""not available"">N/A</abbr>",86,Beverley Street,"<abbr title=""not available"">N/A</abbr>",Kingston,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",K7L 3Y6 
1851907,20130110,"Braeside Solar Energy Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Renewable Energy Co-operatives,"<abbr title=""not available"">N/A</abbr>",186,Third Avenue,"<abbr title=""not available"">N/A</abbr>",Arnprior,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",K7S 1Y9 
1851908,20130114,"Solar City Project 1 Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Renewable Energy Co-operatives,"<abbr title=""not available"">N/A</abbr>",91,Shanley Street,"<abbr title=""not available"">N/A</abbr>",Kitchener,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",N2H 5P1 
1851909,20130114,"Pnuc Renewable Energy Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Renewable Energy Co-operatives,"<abbr title=""not available"">N/A</abbr>",3132,South Drive,"<abbr title=""not available"">N/A</abbr>",Burlington,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",L7N 1H7 
1851910,20130114,"Niagara Community Power Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Renewable Energy Co-operatives,"<abbr title=""not available"">N/A</abbr>",5071,King Street,"<abbr title=""not available"">N/A</abbr>",Lincoln,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",L0R 1B0 
1851911,20130118,"Sterling Woodworkers Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Worker Co-operatives,#108,213,Sterling Road,"<abbr title=""not available"">N/A</abbr>",Toronto,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",M6R 2B2 
1851912,20130118,Capital Region Renewable Energy Co-Operative Corporation,Renewable Energy Co-operatives,"<abbr title=""not available"">N/A</abbr>",3187,Albion Road South,"<abbr title=""not available"">N/A</abbr>",Ottawa,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",K1V 8Y3 
1851913,20130122,Ipower Renewable Energy Co-Operative Limited,Renewable Energy Co-operatives,"<abbr title=""not available"">N/A</abbr>",4649,James Austin Drive,"<abbr title=""not available"">N/A</abbr>",Mississauga,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",L4Z 4H1 
1851914,20130208,"Dandelion Health Food Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Worker Co-operatives,"<abbr title=""not available"">N/A</abbr>",342,Harding,"<abbr title=""not available"">N/A</abbr>",Lanark,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",K0G 1K0 
1851916,20130409,"Jean Marc Et Al Renewable Energy Co-Operative <abbr title=""Limited"">Ltd.</abbr>",Renewable Energy Co-operatives,"<abbr title=""not available"">N/A</abbr>",1246,Villeroy Crescent,"<abbr title=""not available"">N/A</abbr>",Navan,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",K4B 1K5 
1851917,20130409,"Luc Laplante Et Al Renewable Energy Co-Operative <abbr title=""Limited"">Ltd.</abbr>",Renewable Energy Co-operatives,"<abbr title=""not available"">N/A</abbr>",3021,Tenth Line Road,"<abbr title=""not available"">N/A</abbr>",Navan,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",K4B 1H8 
1851919,20130422,Airlink Limo Service Co-Operative Limited,Worker Co-operatives,"<abbr title=""not available"">N/A</abbr>",249,Burnhamthrope Road,"<abbr title=""not available"">N/A</abbr>",Toronto,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",M9B 1Z6 
1851920,20130409,"South Nation Renewable Energy Co-Operative, <abbr title=""Incorporated"">Inc.</abbr>",Renewable Energy Co-operatives,"<abbr title=""not available"">N/A</abbr>",147,Mahood Johnston Drive,"<abbr title=""not available"">N/A</abbr>",Kincardine,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",N2Z 3A2 
1851921,20130422,"Big On Green Worker Co-Operative <abbr title=""Incorporated"">Inc.</abbr>",Worker Co-operatives,"<abbr title=""not available"">N/A</abbr>",59,Hollowgrove Boulevard,"<abbr title=""not available"">N/A</abbr>",Brampton,"<abbr title=""Ontario"">ON</abbr>","<abbr title=""Canada"">CA</abbr>",L6P 1A9 
